fase,equipo_local,goles_equipo_local,equipo_visitante,goles_equipo_visitante
Semifinales,PSG,1.0,Dortmund,0.0
Semifinales,Real Madrid,2.0,Bayern,2.0
Semifinales,Bayern,2.0,Real Madrid,2.0
Semifinales,Dortmund,1.0,PSG,0.0
