fase,equipo_local,goles_equipo_local,equipo_visitante,goles_equipo_visitante
Cuartos,PSG,2.0,Napoles,1.0
Cuartos,Bayern,2.0,Liverpool,2.0
Cuartos,Real Madrid,2.0,Manchester City,1.0
Cuartos,Dortmund,2.0,Inter,2.0
Cuartos,Napoles,2.0,PSG,2.0
Cuartos,Liverpool,1.0,Bayern,1.0
Cuartos,Manchester City,2.0,Real Madrid,1.0
Cuartos,Inter,1.0,Dortmund,1.0
