fase,equipo_local,goles_equipo_local,equipo_visitante,goles_equipo_visitante
Cuartos,PSG,4.0,Napoles,2.0
Cuartos,Bayern,2.0,Arsenal,1.0
Cuartos,Real Madrid,1.0,Manchester City,1.0
Cuartos,Dortmund,2.0,Inter,1.0
Cuartos,Napoles,2.0,PSG,1.0
Cuartos,Arsenal,1.0,Bayern,1.0
Cuartos,Manchester City,3.0,Real Madrid,1.0
Cuartos,Inter,2.0,Dortmund,1.0
