fase,equipo_local,goles_equipo_local,equipo_visitante,goles_equipo_visitante
Semifinales,PSG,1.0,Atletico Madrid,0.0
Semifinales,Real Madrid,2.0,Arsenal,2.0
Semifinales,Arsenal,1.0,Real Madrid,2.0
Semifinales,Atletico Madrid,1.0,PSG,2.0
